"hz","J","pureza del caometro (indicador de Wisniacki)"
0.,0.,1.
0.,0.1,0.800024
0.,0.2,0.771468
0.,0.3,0.77538
0.,0.4,0.770101
0.,0.5,0.756162
0.,0.6,0.762046
0.,0.7,0.770038
0.,0.8,0.762005
0.,0.9,0.753498
0.,1.,0.749957
0.,1.1,0.749049
0.,1.2,0.740999
0.,1.3,0.740038
0.,1.4,0.742053
0.,1.5,0.740026
0.,1.6,0.737266
0.,1.7,0.732849
0.,1.8,0.738923
0.,1.9,0.735745
0.,2.,0.737337
0.,2.1,0.733802
0.,2.2,0.741152
0.,2.3,0.740956
0.,2.4,0.74142
0.,2.5,0.73471
0.,2.6,0.734466
0.,2.7,0.739525
0.,2.8,0.739492
0.,2.9,0.726993
0.,3.,0.736027
0.1,0.,1.
0.1,0.1,0.786838
0.1,0.2,0.780402
0.1,0.3,0.759815
0.1,0.4,0.76594
0.1,0.5,0.751223
0.1,0.6,0.746577
0.1,0.7,0.728591
0.1,0.8,0.727904
0.1,0.9,0.689345
0.1,1.,0.710845
0.1,1.1,0.701552
0.1,1.2,0.69894
0.1,1.3,0.705004
0.1,1.4,0.695229
0.1,1.5,0.699392
0.1,1.6,0.704871
0.1,1.7,0.695583
0.1,1.8,0.688706
0.1,1.9,0.696283
0.1,2.,0.697107
0.1,2.1,0.696178
0.1,2.2,0.697344
0.1,2.3,0.699725
0.1,2.4,0.70181
0.1,2.5,0.701271
0.1,2.6,0.692727
0.1,2.7,0.698928
0.1,2.8,0.703829
0.1,2.9,0.702101
0.1,3.,0.703841
0.2,0.,1.
0.2,0.1,0.788686
0.2,0.2,0.736932
0.2,0.3,0.742271
0.2,0.4,0.729314
0.2,0.5,0.711552
0.2,0.6,0.711997
0.2,0.7,0.707017
0.2,0.8,0.69527
0.2,0.9,0.696935
0.2,1.,0.691995
0.2,1.1,0.718143
0.2,1.2,0.693018
0.2,1.3,0.694834
0.2,1.4,0.690904
0.2,1.5,0.700658
0.2,1.6,0.689649
0.2,1.7,0.701839
0.2,1.8,0.698334
0.2,1.9,0.704953
0.2,2.,0.69929
0.2,2.1,0.708261
0.2,2.2,0.699022
0.2,2.3,0.702328
0.2,2.4,0.702276
0.2,2.5,0.700314
0.2,2.6,0.705998
0.2,2.7,0.719207
0.2,2.8,0.722595
0.2,2.9,0.714492
0.2,3.,0.71907
0.3,0.,1.
0.3,0.1,0.767086
0.3,0.2,0.74531
0.3,0.3,0.742416
0.3,0.4,0.71753
0.3,0.5,0.730838
0.3,0.6,0.718015
0.3,0.7,0.713858
0.3,0.8,0.695126
0.3,0.9,0.703014
0.3,1.,0.694246
0.3,1.1,0.702442
0.3,1.2,0.697815
0.3,1.3,0.693819
0.3,1.4,0.701273
0.3,1.5,0.696273
0.3,1.6,0.697896
0.3,1.7,0.693936
0.3,1.8,0.698104
0.3,1.9,0.69668
0.3,2.,0.713382
0.3,2.1,0.708967
0.3,2.2,0.716694
0.3,2.3,0.71624
0.3,2.4,0.722674
0.3,2.5,0.716728
0.3,2.6,0.71024
0.3,2.7,0.720497
0.3,2.8,0.707834
0.3,2.9,0.70931
0.3,3.,0.726695
0.4,0.,1.
0.4,0.1,0.776521
0.4,0.2,0.741922
0.4,0.3,0.717407
0.4,0.4,0.729835
0.4,0.5,0.735374
0.4,0.6,0.717084
0.4,0.7,0.714947
0.4,0.8,0.706612
0.4,0.9,0.699224
0.4,1.,0.694788
0.4,1.1,0.68997
0.4,1.2,0.688856
0.4,1.3,0.69833
0.4,1.4,0.700206
0.4,1.5,0.68467
0.4,1.6,0.696539
0.4,1.7,0.701148
0.4,1.8,0.699037
0.4,1.9,0.695815
0.4,2.,0.708127
0.4,2.1,0.707419
0.4,2.2,0.721202
0.4,2.3,0.719378
0.4,2.4,0.717741
0.4,2.5,0.718766
0.4,2.6,0.718123
0.4,2.7,0.726704
0.4,2.8,0.710146
0.4,2.9,0.717739
0.4,3.,0.742338
0.5,0.,1.
0.5,0.1,0.732199
0.5,0.2,0.74407
0.5,0.3,0.729424
0.5,0.4,0.730635
0.5,0.5,0.711903
0.5,0.6,0.723856
0.5,0.7,0.715804
0.5,0.8,0.703082
0.5,0.9,0.694809
0.5,1.,0.69105
0.5,1.1,0.699038
0.5,1.2,0.690251
0.5,1.3,0.699123
0.5,1.4,0.693389
0.5,1.5,0.693181
0.5,1.6,0.702472
0.5,1.7,0.695991
0.5,1.8,0.702709
0.5,1.9,0.695778
0.5,2.,0.710857
0.5,2.1,0.701188
0.5,2.2,0.712269
0.5,2.3,0.713922
0.5,2.4,0.718011
0.5,2.5,0.711915
0.5,2.6,0.715199
0.5,2.7,0.720861
0.5,2.8,0.715388
0.5,2.9,0.71964
0.5,3.,0.729032
0.6,0.,1.
0.6,0.1,0.757127
0.6,0.2,0.742589
0.6,0.3,0.721611
0.6,0.4,0.709502
0.6,0.5,0.711445
0.6,0.6,0.707786
0.6,0.7,0.713896
0.6,0.8,0.699014
0.6,0.9,0.700957
0.6,1.,0.69184
0.6,1.1,0.698384
0.6,1.2,0.696692
0.6,1.3,0.692998
0.6,1.4,0.694057
0.6,1.5,0.706094
0.6,1.6,0.697076
0.6,1.7,0.699955
0.6,1.8,0.700313
0.6,1.9,0.703205
0.6,2.,0.716461
0.6,2.1,0.707514
0.6,2.2,0.710043
0.6,2.3,0.714039
0.6,2.4,0.716396
0.6,2.5,0.732643
0.6,2.6,0.735901
0.6,2.7,0.740717
0.6,2.8,0.72545
0.6,2.9,0.728812
0.6,3.,0.7306
0.7,0.,1.
0.7,0.1,0.829145
0.7,0.2,0.729349
0.7,0.3,0.731004
0.7,0.4,0.729293
0.7,0.5,0.719412
0.7,0.6,0.718172
0.7,0.7,0.707424
0.7,0.8,0.713365
0.7,0.9,0.690513
0.7,1.,0.700221
0.7,1.1,0.703865
0.7,1.2,0.694889
0.7,1.3,0.692377
0.7,1.4,0.699997
0.7,1.5,0.697272
0.7,1.6,0.711488
0.7,1.7,0.7148
0.7,1.8,0.717252
0.7,1.9,0.711233
0.7,2.,0.713888
0.7,2.1,0.711455
0.7,2.2,0.704926
0.7,2.3,0.714737
0.7,2.4,0.725142
0.7,2.5,0.716557
0.7,2.6,0.720405
0.7,2.7,0.72904
0.7,2.8,0.724292
0.7,2.9,0.7309
0.7,3.,0.72759
0.8,0.,1.
0.8,0.1,0.782166
0.8,0.2,0.767195
0.8,0.3,0.726232
0.8,0.4,0.741014
0.8,0.5,0.718502
0.8,0.6,0.706733
0.8,0.7,0.703799
0.8,0.8,0.71178
0.8,0.9,0.699271
0.8,1.,0.689778
0.8,1.1,0.697915
0.8,1.2,0.706509
0.8,1.3,0.689488
0.8,1.4,0.699427
0.8,1.5,0.694262
0.8,1.6,0.695434
0.8,1.7,0.704026
0.8,1.8,0.706422
0.8,1.9,0.704556
0.8,2.,0.713821
0.8,2.1,0.721806
0.8,2.2,0.724619
0.8,2.3,0.726935
0.8,2.4,0.715537
0.8,2.5,0.713737
0.8,2.6,0.724331
0.8,2.7,0.72442
0.8,2.8,0.73238
0.8,2.9,0.740336
0.8,3.,0.739763
0.9,0.,1.
0.9,0.1,0.737866
0.9,0.2,0.748943
0.9,0.3,0.70876
0.9,0.4,0.729558
0.9,0.5,0.734766
0.9,0.6,0.734571
0.9,0.7,0.708451
0.9,0.8,0.720878
0.9,0.9,0.707103
0.9,1.,0.694974
0.9,1.1,0.69138
0.9,1.2,0.694369
0.9,1.3,0.69931
0.9,1.4,0.695117
0.9,1.5,0.710309
0.9,1.6,0.692124
0.9,1.7,0.697697
0.9,1.8,0.709961
0.9,1.9,0.701308
0.9,2.,0.722754
0.9,2.1,0.717186
0.9,2.2,0.723658
0.9,2.3,0.700328
0.9,2.4,0.720809
0.9,2.5,0.720257
0.9,2.6,0.735577
0.9,2.7,0.718029
0.9,2.8,0.742126
0.9,2.9,0.742829
0.9,3.,0.729549
1.,0.,1.
1.,0.1,0.755514
1.,0.2,0.756007
1.,0.3,0.723252
1.,0.4,0.737676
1.,0.5,0.739764
1.,0.6,0.706563
1.,0.7,0.72912
1.,0.8,0.706788
1.,0.9,0.706823
1.,1.,0.701818
1.,1.1,0.698994
1.,1.2,0.693495
1.,1.3,0.693579
1.,1.4,0.692624
1.,1.5,0.70021
1.,1.6,0.703864
1.,1.7,0.702553
1.,1.8,0.708295
1.,1.9,0.703756
1.,2.,0.700623
1.,2.1,0.708171
1.,2.2,0.719257
1.,2.3,0.7136
1.,2.4,0.706835
1.,2.5,0.712796
1.,2.6,0.718053
1.,2.7,0.715559
1.,2.8,0.734045
1.,2.9,0.733152
1.,3.,0.737218
1.1,0.,1.
1.1,0.1,0.746016
1.1,0.2,0.762737
1.1,0.3,0.727792
1.1,0.4,0.729979
1.1,0.5,0.726445
1.1,0.6,0.731001
1.1,0.7,0.721801
1.1,0.8,0.715837
1.1,0.9,0.707679
1.1,1.,0.700575
1.1,1.1,0.713057
1.1,1.2,0.700226
1.1,1.3,0.692623
1.1,1.4,0.695834
1.1,1.5,0.69631
1.1,1.6,0.701406
1.1,1.7,0.699582
1.1,1.8,0.69718
1.1,1.9,0.722026
1.1,2.,0.703812
1.1,2.1,0.710822
1.1,2.2,0.710412
1.1,2.3,0.71929
1.1,2.4,0.713771
1.1,2.5,0.711615
1.1,2.6,0.718798
1.1,2.7,0.726318
1.1,2.8,0.738574
1.1,2.9,0.72189
1.1,3.,0.731973
1.2,0.,1.
1.2,0.1,0.758204
1.2,0.2,0.763225
1.2,0.3,0.725052
1.2,0.4,0.72906
1.2,0.5,0.729364
1.2,0.6,0.723032
1.2,0.7,0.708955
1.2,0.8,0.726139
1.2,0.9,0.711401
1.2,1.,0.72196
1.2,1.1,0.720114
1.2,1.2,0.722206
1.2,1.3,0.712016
1.2,1.4,0.703639
1.2,1.5,0.703743
1.2,1.6,0.703671
1.2,1.7,0.700433
1.2,1.8,0.709069
1.2,1.9,0.71294
1.2,2.,0.704505
1.2,2.1,0.709645
1.2,2.2,0.707635
1.2,2.3,0.703973
1.2,2.4,0.707591
1.2,2.5,0.714787
1.2,2.6,0.720365
1.2,2.7,0.728537
1.2,2.8,0.719286
1.2,2.9,0.730556
1.2,3.,0.740811
1.3,0.,1.
1.3,0.1,0.76153
1.3,0.2,0.766095
1.3,0.3,0.756255
1.3,0.4,0.754462
1.3,0.5,0.728039
1.3,0.6,0.722655
1.3,0.7,0.723783
1.3,0.8,0.724367
1.3,0.9,0.712316
1.3,1.,0.709752
1.3,1.1,0.71319
1.3,1.2,0.707089
1.3,1.3,0.692984
1.3,1.4,0.696756
1.3,1.5,0.707411
1.3,1.6,0.697537
1.3,1.7,0.703572
1.3,1.8,0.706293
1.3,1.9,0.714885
1.3,2.,0.715735
1.3,2.1,0.707004
1.3,2.2,0.70564
1.3,2.3,0.706056
1.3,2.4,0.721698
1.3,2.5,0.717694
1.3,2.6,0.725367
1.3,2.7,0.730573
1.3,2.8,0.720143
1.3,2.9,0.720239
1.3,3.,0.730883
1.4,0.,1.
1.4,0.1,0.774115
1.4,0.2,0.784882
1.4,0.3,0.768967
1.4,0.4,0.756369
1.4,0.5,0.724155
1.4,0.6,0.735223
1.4,0.7,0.730975
1.4,0.8,0.730888
1.4,0.9,0.707917
1.4,1.,0.715546
1.4,1.1,0.708981
1.4,1.2,0.705246
1.4,1.3,0.700969
1.4,1.4,0.697126
1.4,1.5,0.694809
1.4,1.6,0.713296
1.4,1.7,0.705477
1.4,1.8,0.711663
1.4,1.9,0.701065
1.4,2.,0.708974
1.4,2.1,0.716012
1.4,2.2,0.708353
1.4,2.3,0.718101
1.4,2.4,0.71275
1.4,2.5,0.711484
1.4,2.6,0.725482
1.4,2.7,0.707942
1.4,2.8,0.712324
1.4,2.9,0.720864
1.4,3.,0.738271
1.5,0.,1.
1.5,0.1,0.782888
1.5,0.2,0.773676
1.5,0.3,0.773132
1.5,0.4,0.776477
1.5,0.5,0.732405
1.5,0.6,0.725244
1.5,0.7,0.73923
1.5,0.8,0.73392
1.5,0.9,0.732682
1.5,1.,0.711607
1.5,1.1,0.731083
1.5,1.2,0.71477
1.5,1.3,0.713693
1.5,1.4,0.70904
1.5,1.5,0.709615
1.5,1.6,0.709676
1.5,1.7,0.710218
1.5,1.8,0.709337
1.5,1.9,0.711135
1.5,2.,0.722771
1.5,2.1,0.718148
1.5,2.2,0.709434
1.5,2.3,0.720592
1.5,2.4,0.723346
1.5,2.5,0.72366
1.5,2.6,0.716156
1.5,2.7,0.704425
1.5,2.8,0.72073
1.5,2.9,0.709925
1.5,3.,0.724151
1.6,0.,1.
1.6,0.1,0.790909
1.6,0.2,0.762762
1.6,0.3,0.799622
1.6,0.4,0.748469
1.6,0.5,0.747306
1.6,0.6,0.762964
1.6,0.7,0.738817
1.6,0.8,0.740119
1.6,0.9,0.735038
1.6,1.,0.734623
1.6,1.1,0.735964
1.6,1.2,0.728015
1.6,1.3,0.713912
1.6,1.4,0.717998
1.6,1.5,0.724946
1.6,1.6,0.709768
1.6,1.7,0.71309
1.6,1.8,0.702457
1.6,1.9,0.71899
1.6,2.,0.715479
1.6,2.1,0.714182
1.6,2.2,0.720438
1.6,2.3,0.709965
1.6,2.4,0.72452
1.6,2.5,0.716768
1.6,2.6,0.720439
1.6,2.7,0.718498
1.6,2.8,0.714331
1.6,2.9,0.726319
1.6,3.,0.742065
1.7,0.,1.
1.7,0.1,0.831302
1.7,0.2,0.78535
1.7,0.3,0.795928
1.7,0.4,0.75425
1.7,0.5,0.758953
1.7,0.6,0.761607
1.7,0.7,0.725181
1.7,0.8,0.75041
1.7,0.9,0.73291
1.7,1.,0.727558
1.7,1.1,0.732789
1.7,1.2,0.730043
1.7,1.3,0.714458
1.7,1.4,0.734235
1.7,1.5,0.72021
1.7,1.6,0.717635
1.7,1.7,0.702619
1.7,1.8,0.715595
1.7,1.9,0.718967
1.7,2.,0.709273
1.7,2.1,0.724649
1.7,2.2,0.712796
1.7,2.3,0.728005
1.7,2.4,0.735118
1.7,2.5,0.739735
1.7,2.6,0.720376
1.7,2.7,0.741847
1.7,2.8,0.714698
1.7,2.9,0.727483
1.7,3.,0.719931
1.8,0.,1.
1.8,0.1,0.836013
1.8,0.2,0.7898
1.8,0.3,0.777662
1.8,0.4,0.784655
1.8,0.5,0.761201
1.8,0.6,0.746715
1.8,0.7,0.754814
1.8,0.8,0.746046
1.8,0.9,0.740509
1.8,1.,0.731871
1.8,1.1,0.712037
1.8,1.2,0.74975
1.8,1.3,0.717792
1.8,1.4,0.729545
1.8,1.5,0.721823
1.8,1.6,0.713165
1.8,1.7,0.718433
1.8,1.8,0.717404
1.8,1.9,0.708901
1.8,2.,0.70043
1.8,2.1,0.709656
1.8,2.2,0.723264
1.8,2.3,0.710585
1.8,2.4,0.714513
1.8,2.5,0.726449
1.8,2.6,0.715824
1.8,2.7,0.729881
1.8,2.8,0.719496
1.8,2.9,0.723088
1.8,3.,0.729096
1.9,0.,1.
1.9,0.1,0.840544
1.9,0.2,0.817949
1.9,0.3,0.772552
1.9,0.4,0.781836
1.9,0.5,0.777524
1.9,0.6,0.742972
1.9,0.7,0.735875
1.9,0.8,0.740062
1.9,0.9,0.744829
1.9,1.,0.736717
1.9,1.1,0.73928
1.9,1.2,0.739512
1.9,1.3,0.731629
1.9,1.4,0.726646
1.9,1.5,0.71342
1.9,1.6,0.717536
1.9,1.7,0.719686
1.9,1.8,0.723022
1.9,1.9,0.701051
1.9,2.,0.72568
1.9,2.1,0.728121
1.9,2.2,0.726248
1.9,2.3,0.719734
1.9,2.4,0.716599
1.9,2.5,0.726493
1.9,2.6,0.736838
1.9,2.7,0.713428
1.9,2.8,0.738517
1.9,2.9,0.724898
1.9,3.,0.730287
2.,0.,1.
2.,0.1,0.835116
2.,0.2,0.809083
2.,0.3,0.794246
2.,0.4,0.777549
2.,0.5,0.767028
2.,0.6,0.763592
2.,0.7,0.760463
2.,0.8,0.736109
2.,0.9,0.745058
2.,1.,0.742092
2.,1.1,0.745995
2.,1.2,0.734336
2.,1.3,0.748406
2.,1.4,0.738311
2.,1.5,0.723322
2.,1.6,0.727816
2.,1.7,0.716034
2.,1.8,0.723716
2.,1.9,0.711811
2.,2.,0.727538
2.,2.1,0.711009
2.,2.2,0.720964
2.,2.3,0.718026
2.,2.4,0.733528
2.,2.5,0.719958
2.,2.6,0.721287
2.,2.7,0.739295
2.,2.8,0.71434
2.,2.9,0.719833
2.,3.,0.715697
2.1,0.,1.
2.1,0.1,0.862229
2.1,0.2,0.821721
2.1,0.3,0.808342
2.1,0.4,0.795596
2.1,0.5,0.77931
2.1,0.6,0.758405
2.1,0.7,0.770627
2.1,0.8,0.746246
2.1,0.9,0.749112
2.1,1.,0.765069
2.1,1.1,0.741133
2.1,1.2,0.74328
2.1,1.3,0.737814
2.1,1.4,0.725425
2.1,1.5,0.723277
2.1,1.6,0.712519
2.1,1.7,0.732241
2.1,1.8,0.731337
2.1,1.9,0.723713
2.1,2.,0.732531
2.1,2.1,0.730791
2.1,2.2,0.716465
2.1,2.3,0.732315
2.1,2.4,0.712602
2.1,2.5,0.709339
2.1,2.6,0.732007
2.1,2.7,0.727507
2.1,2.8,0.740093
2.1,2.9,0.736188
2.1,3.,0.724935
2.2,0.,1.
2.2,0.1,0.873459
2.2,0.2,0.843273
2.2,0.3,0.838673
2.2,0.4,0.790374
2.2,0.5,0.793553
2.2,0.6,0.746327
2.2,0.7,0.762317
2.2,0.8,0.745162
2.2,0.9,0.75082
2.2,1.,0.734984
2.2,1.1,0.733235
2.2,1.2,0.745969
2.2,1.3,0.736421
2.2,1.4,0.742051
2.2,1.5,0.730571
2.2,1.6,0.73443
2.2,1.7,0.729199
2.2,1.8,0.719505
2.2,1.9,0.753336
2.2,2.,0.717844
2.2,2.1,0.730355
2.2,2.2,0.7243
2.2,2.3,0.71703
2.2,2.4,0.722731
2.2,2.5,0.701205
2.2,2.6,0.72164
2.2,2.7,0.718824
2.2,2.8,0.74084
2.2,2.9,0.73958
2.2,3.,0.736182
2.3,0.,1.
2.3,0.1,0.866067
2.3,0.2,0.848507
2.3,0.3,0.824521
2.3,0.4,0.797165
2.3,0.5,0.79874
2.3,0.6,0.754562
2.3,0.7,0.766132
2.3,0.8,0.750509
2.3,0.9,0.768296
2.3,1.,0.74441
2.3,1.1,0.732988
2.3,1.2,0.727145
2.3,1.3,0.736454
2.3,1.4,0.733993
2.3,1.5,0.728149
2.3,1.6,0.74751
2.3,1.7,0.746172
2.3,1.8,0.728562
2.3,1.9,0.724694
2.3,2.,0.716112
2.3,2.1,0.716744
2.3,2.2,0.735702
2.3,2.3,0.727755
2.3,2.4,0.731202
2.3,2.5,0.72287
2.3,2.6,0.727336
2.3,2.7,0.728971
2.3,2.8,0.725891
2.3,2.9,0.728991
2.3,3.,0.740371
2.4,0.,1.
2.4,0.1,0.874454
2.4,0.2,0.848187
2.4,0.3,0.848484
2.4,0.4,0.80713
2.4,0.5,0.785886
2.4,0.6,0.790715
2.4,0.7,0.793387
2.4,0.8,0.744588
2.4,0.9,0.747019
2.4,1.,0.747596
2.4,1.1,0.752603
2.4,1.2,0.742957
2.4,1.3,0.742103
2.4,1.4,0.732173
2.4,1.5,0.734529
2.4,1.6,0.739045
2.4,1.7,0.750356
2.4,1.8,0.738877
2.4,1.9,0.723298
2.4,2.,0.73841
2.4,2.1,0.739158
2.4,2.2,0.727322
2.4,2.3,0.715233
2.4,2.4,0.727812
2.4,2.5,0.733781
2.4,2.6,0.723484
2.4,2.7,0.724293
2.4,2.8,0.72605
2.4,2.9,0.714632
2.4,3.,0.730816
2.5,0.,1.
2.5,0.1,0.86788
2.5,0.2,0.860111
2.5,0.3,0.833
2.5,0.4,0.814156
2.5,0.5,0.811904
2.5,0.6,0.777004
2.5,0.7,0.765232
2.5,0.8,0.754264
2.5,0.9,0.764924
2.5,1.,0.753904
2.5,1.1,0.738024
2.5,1.2,0.739379
2.5,1.3,0.7381
2.5,1.4,0.747558
2.5,1.5,0.748253
2.5,1.6,0.723494
2.5,1.7,0.740962
2.5,1.8,0.741997
2.5,1.9,0.732445
2.5,2.,0.727991
2.5,2.1,0.746941
2.5,2.2,0.719348
2.5,2.3,0.73882
2.5,2.4,0.723087
2.5,2.5,0.734464
2.5,2.6,0.721789
2.5,2.7,0.7274
2.5,2.8,0.723011
2.5,2.9,0.724385
2.5,3.,0.735601
2.6,0.,1.
2.6,0.1,0.869447
2.6,0.2,0.87363
2.6,0.3,0.838533
2.6,0.4,0.822959
2.6,0.5,0.815921
2.6,0.6,0.775764
2.6,0.7,0.790333
2.6,0.8,0.781287
2.6,0.9,0.777486
2.6,1.,0.764063
2.6,1.1,0.73733
2.6,1.2,0.753871
2.6,1.3,0.760826
2.6,1.4,0.740214
2.6,1.5,0.744904
2.6,1.6,0.734504
2.6,1.7,0.738806
2.6,1.8,0.744365
2.6,1.9,0.728001
2.6,2.,0.72474
2.6,2.1,0.72863
2.6,2.2,0.742611
2.6,2.3,0.72363
2.6,2.4,0.72468
2.6,2.5,0.718326
2.6,2.6,0.730917
2.6,2.7,0.719487
2.6,2.8,0.718657
2.6,2.9,0.734752
2.6,3.,0.72305
2.7,0.,1.
2.7,0.1,0.897576
2.7,0.2,0.870437
2.7,0.3,0.856195
2.7,0.4,0.818272
2.7,0.5,0.814827
2.7,0.6,0.789295
2.7,0.7,0.783206
2.7,0.8,0.772674
2.7,0.9,0.7843
2.7,1.,0.766247
2.7,1.1,0.775497
2.7,1.2,0.752522
2.7,1.3,0.752863
2.7,1.4,0.749519
2.7,1.5,0.734006
2.7,1.6,0.724297
2.7,1.7,0.731016
2.7,1.8,0.749546
2.7,1.9,0.746925
2.7,2.,0.741334
2.7,2.1,0.716054
2.7,2.2,0.718685
2.7,2.3,0.728223
2.7,2.4,0.726103
2.7,2.5,0.732649
2.7,2.6,0.727657
2.7,2.7,0.71932
2.7,2.8,0.722888
2.7,2.9,0.731766
2.7,3.,0.739148
2.8,0.,1.
2.8,0.1,0.880842
2.8,0.2,0.861846
2.8,0.3,0.857073
2.8,0.4,0.836281
2.8,0.5,0.835418
2.8,0.6,0.7929
2.8,0.7,0.787525
2.8,0.8,0.791354
2.8,0.9,0.776556
2.8,1.,0.770385
2.8,1.1,0.746347
2.8,1.2,0.755666
2.8,1.3,0.741959
2.8,1.4,0.753175
2.8,1.5,0.748861
2.8,1.6,0.722656
2.8,1.7,0.741477
2.8,1.8,0.73406
2.8,1.9,0.738741
2.8,2.,0.737984
2.8,2.1,0.73062
2.8,2.2,0.720703
2.8,2.3,0.729897
2.8,2.4,0.739517
2.8,2.5,0.741923
2.8,2.6,0.734275
2.8,2.7,0.722211
2.8,2.8,0.71412
2.8,2.9,0.732723
2.8,3.,0.742316
2.9,0.,1.
2.9,0.1,0.894707
2.9,0.2,0.875511
2.9,0.3,0.880743
2.9,0.4,0.844602
2.9,0.5,0.812182
2.9,0.6,0.806461
2.9,0.7,0.796113
2.9,0.8,0.800136
2.9,0.9,0.799431
2.9,1.,0.775975
2.9,1.1,0.761313
2.9,1.2,0.778273
2.9,1.3,0.75058
2.9,1.4,0.750403
2.9,1.5,0.726334
2.9,1.6,0.743558
2.9,1.7,0.746745
2.9,1.8,0.746058
2.9,1.9,0.735534
2.9,2.,0.742464
2.9,2.1,0.748521
2.9,2.2,0.747986
2.9,2.3,0.766756
2.9,2.4,0.740727
2.9,2.5,0.733285
2.9,2.6,0.742865
2.9,2.7,0.729833
2.9,2.8,0.732253
2.9,2.9,0.726629
2.9,3.,0.723018
3.,0.,1.
3.,0.1,0.887472
3.,0.2,0.868936
3.,0.3,0.845811
3.,0.4,0.856612
3.,0.5,0.822037
3.,0.6,0.806317
3.,0.7,0.81082
3.,0.8,0.793827
3.,0.9,0.784997
3.,1.,0.792564
3.,1.1,0.778027
3.,1.2,0.764752
3.,1.3,0.751928
3.,1.4,0.755578
3.,1.5,0.748166
3.,1.6,0.743203
3.,1.7,0.731432
3.,1.8,0.746068
3.,1.9,0.752885
3.,2.,0.768641
3.,2.1,0.736282
3.,2.2,0.753362
3.,2.3,0.72636
3.,2.4,0.744877
3.,2.5,0.739817
3.,2.6,0.734272
3.,2.7,0.722997
3.,2.8,0.728329
3.,2.9,0.724165
3.,3.,0.729549
